event_id,timestamp,user,host,source_ip,event_type,mitre_tactic,mitre_technique
c16b0060-8f7f-4046-9c1d-5cd691bcadd0,2026-06-27T08:20:55.377138+00:00,charlie,win-03,10.0.0.12,user_login,TA0001,T1078
037829f6-b3fc-44fb-8156-819bc2d933dc,2026-06-27T08:21:03.377138+00:00,charlie,win-03,10.0.0.10,user_login,TA0006,T1110
557c4dc0-fd2b-465c-b8d3-771de8931327,2026-06-27T08:16:35.377138+00:00,charlie,win-01,10.0.0.10,user_login,TA0001,T1078
19404c49-6e3f-4d66-8ca8-7ce117f85900,2026-06-27T08:16:39.377138+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
e200025b-bb78-41d9-b0fe-d2b6ecd34bcf,2026-06-27T08:17:54.377138+00:00,bob,win-03,10.0.0.12,process_start,TA0002,T1059.003
80b2fa9d-2d95-4605-b1da-c9d65127fa09,2026-06-27T08:20:23.377138+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
a9987a31-b6d5-482f-886b-13f26b1cc584,2026-06-27T08:19:17.377138+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
499cb740-0191-4614-83c1-a3e38f766f84,2026-06-27T08:16:55.377138+00:00,charlie,win-01,10.0.0.12,process_start,TA0002,T1059.003
99e819a7-12d3-4516-9abd-c32e73b2df4a,2026-06-27T08:21:59.377138+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059
2b9e6a9e-8c30-404e-b1ea-2be5c78deb64,2026-06-27T08:22:07.377138+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
2ede14ff-edf8-4ef3-9a05-6316bce9e36f,2026-06-27T08:20:58.377138+00:00,bob,win-02,10.0.0.10,user_login,TA0001,T1078
96222d96-909a-4e88-8f7c-8c716284ae8b,2026-06-27T08:18:29.377138+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
42457c96-1b78-4f19-bb98-97fac68a4c47,2026-06-27T08:22:31.377138+00:00,alice,win-02,10.0.0.12,user_login,TA0006,T1110
6735e3ab-cd28-4b7d-b7ad-60cde754c9d1,2026-06-27T08:19:59.377138+00:00,bob,win-01,10.0.0.10,user_login,TA0001,T1078
989c1ba2-a2cd-4dbb-afe5-6bf951154d28,2026-06-27T08:17:23.377138+00:00,admin,win-01,10.0.0.10,user_login,TA0001,T1078
52294f8b-c9ed-428b-8457-ab4b2a528224,2026-06-27T08:18:49.377138+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
e56fa058-dc66-41be-87dc-ae52abebce45,2026-06-27T08:18:54.377138+00:00,bob,win-03,10.0.0.10,user_login,TA0001,T1078
2f7c69e5-be85-4be5-b2f3-924b2e468b4e,2026-06-27T08:16:11.377138+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
ee477d46-7fcf-414f-b50d-f4cc2eb2bf36,2026-06-27T08:20:29.377138+00:00,charlie,win-02,10.0.0.10,user_login,TA0001,T1078
b9a45efd-11c6-4989-b132-ee949ebfca25,2026-06-27T08:23:27.377138+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059.003
f8822599-0755-471b-aaff-bde891e212cd,2026-06-27T08:16:20.377138+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059.003
b9a07d8b-6e0d-4046-a822-d76270438862,2026-06-27T08:23:43.377138+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
a4b5db13-999a-412d-adcb-c6306675ba07,2026-06-27T08:19:24.377138+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
3e9ea4e5-83bd-4ec9-b5ca-33dae683ed2d,2026-06-27T08:22:29.377138+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.001
e9c89b0f-7b34-4381-99b4-134d13f04787,2026-06-27T08:21:05.377138+00:00,alice,win-02,10.0.0.12,user_login,TA0001,T1078
da9850fc-ccd1-4a61-ac0c-6c4a7d76eede,2026-06-27T08:16:35.377138+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.001
e2fb8de9-6ab2-4e4e-938e-9fc91b31cb44,2026-06-27T08:22:50.377138+00:00,bob,win-02,10.0.0.11,user_login,TA0001,T1078
e0358d65-27b9-48d8-8eee-155b4d126e2a,2026-06-27T08:24:31.377138+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.001
1a2ef7ba-80af-4bb0-9e4b-20574b42d21c,2026-06-27T08:16:44.377138+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
69ddeb48-b5c0-406f-a911-e602418d25a4,2026-06-27T08:19:59.377138+00:00,admin,win-03,10.0.0.11,user_login,TA0006,T1110
8bbc4660-2d12-43f5-be7f-3249619aaf83,2026-06-27T08:18:27.377138+00:00,admin,win-03,10.0.0.11,user_login,TA0006,T1110
33900d5f-2a14-48c9-a065-164283b28edf,2026-06-27T08:18:31.377138+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
4d220f5f-80e9-4901-b1d4-67c9b2614ddc,2026-06-27T08:20:14.377138+00:00,charlie,win-01,10.0.0.11,user_login,TA0001,T1078
985a4c44-7043-4016-a902-4e1998631d34,2026-06-27T08:23:39.377138+00:00,charlie,win-02,10.0.0.11,user_login,TA0001,T1078
a1295dfb-5f38-438d-b3ee-a5c5c8e7e47b,2026-06-27T08:18:43.377138+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059
95f3ab3b-8291-4a7b-9790-35bffcc12ff6,2026-06-27T08:20:29.377138+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
f22fa2ad-193a-4e80-a10c-844e521d1a93,2026-06-27T08:18:51.377138+00:00,bob,win-01,10.0.0.10,user_login,TA0006,T1110
77dcfcbc-5d49-42b0-8997-cebdde393928,2026-06-27T08:22:23.377138+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
f1709fca-ae70-423c-9a3c-c5925cd91128,2026-06-27T08:24:14.377138+00:00,bob,win-03,10.0.0.12,user_login,TA0001,T1078
d9306371-0b8f-4e14-9997-0262d6d5c39a,2026-06-27T08:22:35.377138+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059
292e35bb-acbd-4fa5-b533-a8aee699f7fb,2026-06-27T08:17:20.377138+00:00,admin,win-01,10.0.0.10,user_login,TA0006,T1110
ae5ab6db-a92a-418c-b05f-5f36607eee15,2026-06-27T08:26:23.377138+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
bb547b7c-d009-4203-9b1f-d4ac249f7008,2026-06-27T08:17:26.377138+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059.003
5e4f34d3-7bf0-40b0-913c-5583416907b7,2026-06-27T08:24:49.377138+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
01013bbc-5d35-44d4-a72f-2e65840c3cf4,2026-06-27T08:24:56.377138+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
5472b7c8-03d5-4271-b967-97f7e473cfa4,2026-06-27T08:26:55.377138+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
09cf7b64-461e-4f8d-a5ee-8694853d521a,2026-06-27T08:27:03.377138+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
fa01b0fa-7961-4e9a-9c2f-240d25b0477b,2026-06-27T08:21:29.377138+00:00,admin,win-01,10.0.0.12,user_login,TA0006,T1110
a7e55dc3-714f-4548-8b04-973f9d7b0827,2026-06-27T08:21:34.377138+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059.003
c66f028e-638f-4730-b958-3715f5489562,2026-06-27T08:19:43.377138+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.001
60c5203d-5f8f-4a30-a4fd-afa726047354,2026-06-27T08:19:47.377138+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
6fb20813-ba29-40ad-958f-fd488e385304,2026-06-27T08:23:47.377138+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.003
092fcc25-88d2-4579-bb04-4e8e7aa6013d,2026-06-27T08:23:53.377138+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
29fc0420-9d24-43be-b383-2a3a416d644c,2026-06-27T10:51:56.858412+00:00,alice,win-03,10.0.0.12,user_login,TA0001,T1078
134f01e8-c04a-45e2-9279-aed8426771c1,2026-06-27T10:52:00.961673+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
e47473e5-b2fc-402e-8373-b976726084ff,2026-06-27T10:52:02.551196+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
8f5d3360-6fd1-4ad5-bdf4-6a330c38c1a5,2026-06-27T10:52:06.437362+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.001
68df8604-5015-4331-bbfe-858f3ae05a4e,2026-06-27T10:52:10.023881+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
8f280590-dc40-4cdf-8d36-f88bb6a43305,2026-06-27T10:52:13.463722+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
12baacc4-d3bf-407b-86ae-d583443ce94c,2026-06-27T10:52:18.240391+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
51462c59-f917-4f43-a89b-dc17061e7e61,2026-06-27T10:52:19.799254+00:00,admin,win-03,10.0.0.11,user_login,TA0001,T1078
c24ea93a-6211-41fc-ac53-9fbfd379ca44,2026-06-27T10:52:24.077952+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
42a63a5c-57f0-41e3-8718-b2e94dd15cb3,2026-06-27T10:52:27.762807+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
f520840c-494d-4f1b-b67c-446ad04d388e,2026-06-27T10:52:30.770821+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059
7c727e89-5b21-4698-a174-fd1db755eca8,2026-06-27T10:52:32.422378+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
140c4f13-59b0-4d4c-9d87-4add9d907fc8,2026-06-27T10:52:36.184879+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059
fb60ee56-f0de-467b-bafe-0d7c48d3ad10,2026-06-27T10:52:38.761766+00:00,charlie,win-01,10.0.0.12,user_login,TA0006,T1110
eab012fa-50e4-49de-bae4-160d92f14f09,2026-06-27T10:52:40.496613+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.001
267af780-5ad9-40d9-9c51-f959a279999b,2026-06-27T10:52:45.301028+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.001
7891d33a-2072-42ac-9aee-0259b787fca3,2026-06-27T10:52:48.844248+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.003
ff3b66a0-5f54-4306-adf0-b4c8dd744a5b,2026-06-27T10:52:52.979916+00:00,alice,win-01,10.0.0.12,user_login,TA0006,T1110
a2533bbd-3c2f-47f9-9991-f8ec6b0fdd01,2026-06-27T10:52:57.459431+00:00,alice,win-02,10.0.0.10,user_login,TA0006,T1110
03915dcb-15ab-4695-91c8-e8a93899a3f6,2026-06-27T10:53:02.001279+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.003
1df3d765-0421-46c7-b36f-42b303cb6a84,2026-06-27T10:53:04.886725+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
730e934c-f997-40fa-92bc-b6bf0abb2ae1,2026-06-27T10:53:09.209180+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.003
5c2d8e76-100b-4b1d-a5ae-782a74a779f7,2026-06-27T10:53:13.799353+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
7fda22b2-8301-4c0e-a941-def24b08efe3,2026-06-27T10:53:17.550202+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
3eade8ce-0580-47a9-b187-aca3f0407d99,2026-06-27T10:53:22.098101+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.001
063eacfd-d989-4328-ad9f-97dbf4595bcb,2026-06-27T10:53:24.538155+00:00,bob,win-03,10.0.0.10,user_login,TA0006,T1110
a7e5c296-f697-4db8-b071-aa44e3c46a89,2026-06-27T10:53:28.446473+00:00,charlie,win-02,10.0.0.10,user_login,TA0001,T1078
f74281f9-ad70-41e1-ba92-2a486c23be79,2026-06-27T10:53:31.680743+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.001
88608ec6-fa51-4ed8-afe4-69dd2fc6f089,2026-06-27T10:53:33.684473+00:00,alice,win-01,10.0.0.12,process_start,TA0002,T1059.003
bcca28bd-24a0-4b1d-8246-487d3196ac87,2026-06-27T10:53:38.671109+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059.003
eacc1fe0-99e5-41d7-a37b-bbd9e0179906,2026-06-27T10:53:43.197563+00:00,admin,win-03,10.0.0.11,user_login,TA0006,T1110
9f097c1d-7b9e-458e-bc1c-fd756a98de1e,2026-06-27T10:53:46.594835+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059
ac377ce8-f4ed-4ac6-9705-b9e569b1badb,2026-06-27T10:53:50.614495+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
10a4288b-23b5-42dd-ac52-ed18835c0782,2026-06-27T10:53:53.579613+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059
c6faff9f-6f39-43c7-a090-2668b269821e,2026-06-27T10:53:57.428375+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
67412e26-aa4c-462c-bd67-cbe0f262e4a3,2026-06-27T10:53:58.946399+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059
61afb030-1b27-4574-bcad-2c40e664b390,2026-06-27T10:54:02.183115+00:00,charlie,win-01,10.0.0.12,user_login,TA0006,T1110
a23198ed-d690-4468-904e-d8f4cb34bcd1,2026-06-27T10:54:03.468429+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
71b9faa3-1718-47ef-87fe-3a6521314a6b,2026-06-27T10:54:06.812386+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.003
caabce8b-a2df-4462-a6c8-a434c49b812a,2026-06-27T10:54:10.999133+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
b13154b2-f365-401a-b547-9d23de1b2aa4,2026-06-27T10:54:15.460923+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
b0fab4b9-8ceb-42dc-816a-8bf448d273d4,2026-06-27T10:54:16.722513+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.003
d313b064-58cd-49f3-a56e-6927972444ee,2026-06-27T10:54:17.783664+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
3efb0fc5-00b0-4628-8db0-50903bbe7d74,2026-06-27T10:54:22.514575+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
f842faa8-a706-4306-bf00-e44db39c929d,2026-06-27T10:54:27.502305+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.001
7ef75595-6a57-4ea6-89ec-af97025c8617,2026-06-27T10:54:32.014706+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
1a655fc3-6d3a-476c-811a-5110dcbecef4,2026-06-27T10:54:33.915100+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
5b4e2477-5421-4844-bad2-dfca02f397d8,2026-06-27T10:54:34.940676+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.003
58cc28b6-a3b4-4b14-9d98-b758221e8119,2026-06-27T10:54:36.746143+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.001
27035bc5-26ec-44ce-895c-9d697a7f1402,2026-06-27T10:54:40.571154+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
cdf541f1-28fd-4a3b-b634-4786ccf9ff9c,2026-06-27T10:54:41.708962+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.003
29fd2890-4ec5-455b-b708-e7ddf9cb3a52,2026-06-27T10:54:43.106762+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
52be0568-bd31-47d5-9ed2-9e3ffa6a8f62,2026-06-27T10:54:44.697667+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
5d0ebe54-3dba-4f03-a7ff-a728372fd9b6,2026-06-27T10:54:46.252197+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.003
d6535761-96c0-43f3-ac4b-aed13cb1af1d,2026-06-27T10:54:50.244488+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059
a06e736a-c78c-49d1-b833-e0ae2500ef5e,2026-06-27T10:54:54.522991+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
86b62ca8-394b-4fdf-8c76-00f707cc90fd,2026-06-27T10:54:58.862055+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059.001
4e98897e-d8cb-49f5-b918-b65b654dc1b5,2026-06-27T10:55:01.964444+00:00,charlie,win-02,10.0.0.12,user_login,TA0001,T1078
a4df2b5d-8f6f-402a-aa57-180134491083,2026-06-27T10:55:03.518637+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
bacda964-dd20-436e-b6b3-9bca9f26242a,2026-06-27T10:55:08.295203+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059.003
a16ba536-28d4-4461-b41c-3deed304bc58,2026-06-27T10:55:10.961237+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
c2a67d8c-9665-4b3c-a2c1-4bf7cc876e7d,2026-06-27T10:55:14.966699+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.001
